brand,year,selling_price,km_driven,fuel_encoded,seller_type_encoded,transmission_encoded,owner_encoded
Volkswagen,2010,250000,100000,1,0,1,0
Hyundai,2012,390000,86000,1,0,1,2
Renault,2015,650000,100000,1,1,1,0
Hyundai,2016,600000,30000,1,1,1,0
Hyundai,2011,250000,120000,4,1,1,0
Hyundai,2011,229999,60000,3,1,1,2
Maruti,2016,299000,50000,1,1,1,2
Chevrolet,2010,330000,124000,1,1,1,2
Hyundai,2012,180000,100000,4,1,1,4
Hyundai,2017,475000,42000,4,1,1,0
Hyundai,2015,325000,100000,1,1,1,0
Honda,2016,639000,28205,4,0,1,0
Maruti,2017,415000,32670,4,0,0,0
Hyundai,2016,1199000,30093,1,0,0,0
Maruti,2013,525000,56228,0,0,1,0
Hyundai,2013,425000,59319,4,0,1,0
Maruti,2016,699000,39503,1,0,1,0
Hyundai,2013,325000,35299,4,0,1,0
Toyota,2011,275000,51687,4,0,1,0
Volkswagen,2011,269000,76259,4,0,0,0
Volkswagen,2013,399000,44049,1,0,1,0
Mahindra,2017,475000,45087,1,0,1,0
Toyota,2011,249000,41125,4,0,1,0
Audi,2014,1549000,42215,1,0,0,0
Volkswagen,2011,254999,54206,4,0,1,0
Skoda,2012,269000,52547,4,0,1,0
Maruti,2014,665000,59110,1,0,1,0
Maruti,2014,299000,54565,4,0,1,0
Hyundai,2010,265000,47564,4,0,1,2
Volkswagen,2010,211000,45143,4,0,1,2
Skoda,2013,599000,61624,4,0,0,2
Tata,2007,55000,195000,1,1,1,4
Hyundai,2014,550000,50000,1,1,1,0
Land-Rover,2018,4000000,68000,1,1,0,0
Tata,2010,220000,120000,1,1,1,2
Maruti,2019,500000,20000,4,1,1,0
Maruti,2010,140000,30000,4,1,1,0
Maruti,2013,325000,60000,1,1,1,0
Hyundai,2010,210000,90000,4,1,1,4
Maruti,2008,110000,90000,4,1,1,2
Hyundai,2019,1200000,25000,1,1,1,0
Maruti,2017,229999,40000,4,1,1,0
Maruti,2006,165000,132000,4,1,1,0
Tata,2018,525000,10980,4,0,0,0
Hyundai,2018,325000,20629,4,0,1,0
Toyota,2018,1500000,50000,1,1,1,0
Hyundai,2015,400000,30000,4,1,0,0
Maruti,2015,550000,69782,4,0,1,0
Maruti,2003,98000,54000,4,1,1,0
Mahindra,2013,900000,63654,1,0,1,0
Renault,2017,700000,60000,1,1,1,0
Mahindra,2015,890000,52000,1,0,1,0
Maruti,2015,490000,59385,1,0,1,0
Hyundai,2015,525000,70378,4,0,1,0
Maruti,2013,330000,55425,4,0,1,0
Mahindra,2013,550000,78413,1,0,1,2
Mahindra,2018,790000,40890,1,0,1,0
Honda,2015,350000,34823,4,0,1,2
Toyota,2017,1700000,75000,1,1,0,0
Maruti,2017,750000,55545,1,0,1,0
Honda,2014,409999,56541,1,0,1,0
Hyundai,2016,220000,43700,4,1,1,0
Tata,2009,68000,120000,4,1,1,2
Hyundai,2017,290000,20000,4,1,1,0
Honda,2014,600000,27483,1,0,1,0
Maruti,2019,470000,8000,4,1,1,0
Hyundai,2008,150000,30000,4,1,1,0
Maruti,2014,180000,56207,4,0,1,2
Maruti,2006,80000,70000,4,1,1,0
Honda,2018,875000,1440,4,1,1,0
Maruti,2019,300000,50000,4,1,1,0
Toyota,2017,2800000,20000,1,1,0,0
Toyota,2017,1330000,91195,1,0,1,0
Volkswagen,2011,220000,63657,1,0,1,0
Mahindra,2013,250000,60000,1,1,1,0
Toyota,2016,919999,75000,1,0,1,0
Volkswagen,2013,380000,97248,4,0,1,0
Maruti,2012,450000,46000,1,1,1,0
Hyundai,2016,770000,10000,4,1,0,0
Maruti,2018,550000,80000,1,1,1,0
Tata,2011,320000,100000,1,1,1,2
Maruti,2013,400000,35000,4,1,1,0
Maruti,2017,450000,50000,4,1,0,0
Maruti,2011,220000,90000,1,1,1,4
Mahindra,2012,400000,150000,1,1,1,2
Hyundai,2013,530000,89000,4,1,1,2
Maruti,2014,390000,60000,1,1,1,2
Fiat,2012,185000,100000,1,1,1,2
Maruti,2012,300000,100000,4,1,1,2
Maruti,2014,575000,90000,1,1,1,2
Maruti,2014,300000,75000,4,1,1,0
Toyota,2017,425000,36000,1,0,1,0
Hyundai,2016,350000,12000,4,1,1,0
Honda,2017,550000,12997,1,0,1,0
Maruti,2017,500000,40000,4,1,0,0
Mahindra,2015,600000,60000,1,1,1,0
Mahindra,2013,300000,25000,1,1,1,2
Hyundai,2018,1150000,26430,1,0,1,0
Maruti,2015,475000,24600,4,0,1,0
Maruti,2011,260000,28481,4,0,1,0
Ford,2013,350000,100000,4,1,1,0
Mahindra,2013,750000,41988,1,0,1,0
Maruti,2009,180000,30375,4,0,1,0
Renault,2017,350000,7658,4,0,0,0
Maruti,2017,611000,34400,1,0,1,0
Renault,2017,325000,18500,4,0,1,0
Hyundai,2012,225000,48000,4,0,1,0
Maruti,2014,300000,28942,4,0,0,0
Mahindra,2017,400000,50000,1,1,1,2
Mahindra,2012,711000,53600,1,0,1,0
Toyota,2015,851000,53652,1,0,1,0
Maruti,2014,500000,25000,4,1,1,0
Toyota,2007,250000,80000,1,1,1,2
Maruti,2017,150000,50000,4,1,1,0
Mahindra,2016,610000,15000,1,1,1,2
Mahindra,2018,450000,5000,4,1,1,0
Hyundai,2017,744000,106000,1,1,1,0
Chevrolet,2008,120000,100000,4,1,1,4
Renault,2016,220000,60000,4,1,1,4
Maruti,2012,480000,120000,1,1,1,1
Maruti,2017,370000,82000,4,1,0,0
Fiat,2003,55000,35000,1,1,1,2
Hyundai,2013,125000,205000,4,1,1,0
Hyundai,2011,260000,125000,1,1,1,4
Fiat,2015,350000,130000,1,1,1,0
Maruti,2012,170000,97000,0,1,1,2
Hyundai,2015,350000,90000,4,1,1,2
Maruti,2009,250000,60000,4,1,1,4
Tata,2013,170000,60000,1,1,1,0
Mahindra,2018,1300000,35000,1,1,1,0
Hyundai,2019,550000,25000,4,1,1,0
Honda,2017,400000,15000,4,1,1,0
Tata,2011,120000,20000,4,1,1,0
Ford,2010,275000,70000,4,1,1,0
Tata,2016,285000,90000,4,1,1,0
Hyundai,2016,900000,80000,1,1,1,0
Mercedes-Benz,2014,2500000,79500,1,1,0,2
Hyundai,2013,620000,70000,1,1,1,2
Toyota,2018,1700000,5000,1,1,1,0
Ford,2018,650000,15000,4,1,1,0
Maruti,2014,500000,35000,4,1,1,0
Tata,2009,250000,120000,1,1,1,2
Mahindra,2018,950000,15000,1,1,1,2
Toyota,2015,320000,60000,4,1,1,0
Renault,2013,450000,120000,1,1,1,0
Mahindra,2016,350000,90000,1,1,1,0
Maruti,2015,400000,90000,4,1,1,0
Hyundai,2009,250000,72000,1,1,1,2
Toyota,2011,550000,197000,4,1,1,2
Maruti,1999,85000,70000,4,1,1,2
Hyundai,2001,52000,50000,4,1,1,4
Tata,2017,1200000,50000,1,1,0,0
Hyundai,2011,450000,60000,4,1,0,4
Maruti,2018,615000,40000,4,1,1,0
Maruti,2012,400000,60000,1,1,1,2
Tata,2013,60000,40000,4,1,1,0
Maruti,2017,500000,9161,4,1,1,0
Honda,2015,600000,45000,4,1,1,0
Hyundai,2010,110000,110000,4,1,1,0
Hyundai,2013,175000,80000,4,1,1,0
Ford,2011,325000,100000,1,1,1,2
Maruti,2017,425000,90000,1,1,1,0
Hyundai,2009,160000,70000,0,1,1,4
Maruti,2007,100000,80000,4,1,1,4
Maruti,2014,390000,110000,1,1,1,2
Hyundai,2017,400000,50000,4,1,1,0
Tata,2018,509999,5000,4,1,1,0
Hyundai,2008,150000,90000,4,1,1,4
Hyundai,2009,110000,120000,4,1,1,0
Nissan,2013,450000,80000,1,1,1,0
Hyundai,2017,400000,38000,4,1,1,2
Hyundai,2009,140000,120000,4,1,1,0
Tata,2011,130000,90000,1,1,1,0
Maruti,2017,160000,50000,4,1,1,0
Maruti,2016,150000,60000,4,1,1,0
Mahindra,2013,500000,100000,1,1,1,2
Tata,2011,40000,19000,4,1,1,0
Chevrolet,2006,140000,200000,1,1,1,4
Mahindra,2015,227000,70000,1,1,1,2
Maruti,2011,285000,50000,1,1,1,2
Maruti,2012,155000,19077,4,1,1,2
Hyundai,2016,210000,30000,4,1,1,0
Maruti,2009,140000,80000,4,1,1,2
Toyota,2015,940000,128000,1,1,1,0
Nissan,2013,750000,80000,1,1,1,0
Maruti,2016,610000,100000,1,1,1,0
Nissan,2015,450000,50000,1,1,1,0
Toyota,2012,409999,56000,1,1,1,0
Hyundai,2018,100000,21302,4,1,1,0
Renault,2018,300000,10500,4,1,1,0
Mahindra,2013,400000,107000,1,1,1,0
Hyundai,2010,210000,60000,4,1,1,2
Hyundai,2006,90000,120000,4,1,1,2
Maruti,2010,222000,70000,4,1,1,0
Maruti,2015,240000,50000,4,1,1,2
Toyota,2013,450000,70000,1,1,1,2
Volkswagen,2012,735000,55300,1,0,0,0
Tata,2012,285000,74300,1,0,1,0
Honda,2010,350000,48781,4,0,1,0
Volkswagen,2010,290000,87620,1,0,0,0
Volkswagen,2017,890000,40219,1,0,0,0
Honda,2011,385000,11473,4,0,1,0
Maruti,2017,425000,8352,4,0,1,0
Maruti,2017,525000,9745,4,0,0,0
Hyundai,2017,550000,9748,4,0,1,0
Volkswagen,2012,271000,49000,4,0,1,0
Hyundai,2018,1490000,20694,1,0,1,0
Hyundai,2015,490000,31080,4,0,1,0
Hyundai,2014,260000,37605,4,0,1,0
Hyundai,2014,455000,55850,1,0,1,0
Tata,2010,75000,58850,4,0,1,0
Toyota,2015,421000,23839,4,0,1,0
Maruti,2016,550000,54000,1,0,1,0
Hyundai,2013,330000,38000,4,0,0,0
Volkswagen,2012,390000,45454,1,0,1,0
Skoda,2015,599000,46957,1,0,0,0
Hyundai,2007,110000,60000,4,1,1,1
Renault,2016,250000,25000,4,1,1,0
Mahindra,2012,600000,110000,1,1,1,1
Ford,2008,280000,190000,1,1,1,2
Audi,2018,2700000,25000,1,1,0,0
Mahindra,2008,80000,90000,4,1,1,0
Maruti,2019,350000,5000,4,1,1,0
Maruti,2015,475000,60000,1,1,1,0
Audi,2020,4700000,1500,1,1,0,0
Maruti,2018,500000,50000,1,1,1,0
Chevrolet,2014,250000,120000,1,1,1,0
Hyundai,2005,100000,120000,1,1,1,2
BMW,2014,4000000,47000,1,1,0,0
Toyota,2017,1900000,20000,4,1,0,0
Hyundai,2005,95000,120000,4,1,1,2
Hyundai,2015,409999,58000,1,1,1,0
Mahindra,2018,1050000,35000,1,1,1,0
Maruti,2017,320000,30000,4,1,1,0
Mahindra,2019,1000000,10000,1,1,1,0
Toyota,2017,1770000,25000,1,1,1,0
Mahindra,2018,950000,20000,1,1,1,0
Maruti,2018,750000,50000,1,1,1,0
Hyundai,2014,220000,42000,4,1,1,0
Tata,2017,1000000,50000,1,1,1,0
Honda,2017,660000,116000,1,1,1,0
Maruti,2015,716000,100000,1,1,1,0
Maruti,2015,675000,66000,4,1,1,0
Mahindra,2010,385000,110000,1,1,1,4
Fiat,2014,325000,70000,1,1,1,0
Hyundai,2015,950000,60000,1,1,1,0
Ford,2007,400000,110000,1,1,0,1
Tata,2014,250000,25000,1,1,1,0
Land-Rover,2018,4000000,68000,4,1,0,0
Maruti,2014,210000,20000,4,1,1,0
Hyundai,2011,147000,110000,4,1,1,2
Maruti,2018,725000,26350,1,1,1,0
Mahindra,2012,550000,90000,1,1,1,0
Hyundai,2016,475000,25000,4,1,1,0
Hyundai,2014,250000,50000,4,1,1,2
Tata,2006,70000,60000,4,1,1,2
Hyundai,2012,160000,70000,4,1,1,4
Ford,2011,1000000,90000,1,1,0,2
Hyundai,2001,68000,70000,4,1,1,0
Hyundai,2017,500000,26500,4,1,1,0
Hyundai,2020,1050000,10000,1,1,1,0
Hyundai,2017,900000,50000,1,1,1,0
Maruti,2007,100000,52000,4,1,1,2
Hyundai,2013,300000,90000,1,1,1,0
Tata,2011,140000,60000,1,1,1,2
Ford,2018,550000,35000,4,1,1,0
Mahindra,2012,650000,71042,1,0,1,0
Mitsubishi,2012,1025000,167870,1,0,1,2
Ford,2011,195000,133564,1,0,1,0
BMW,2013,1490000,40000,1,0,0,0
Honda,2018,1140000,23038,4,2,0,0
Chevrolet,2011,95000,70000,1,1,1,0
BMW,2017,3050000,30000,1,1,0,0
Maruti,2017,585000,43608,4,2,1,0
Maruti,2018,825000,11212,4,2,0,0
Hyundai,2013,280000,52000,1,0,1,0
Maruti,2016,725000,49217,4,2,1,0
Mahindra,2015,300000,90000,1,1,1,0
Hyundai,2015,375000,70000,4,1,1,0
Honda,2003,310000,90000,4,1,1,1
Maruti,2011,375000,190000,1,1,1,4
Ford,2016,1950000,106000,1,1,0,0
Tata,2012,400000,80000,1,1,1,2
Nissan,2014,550000,80000,1,1,1,2
Maruti,2018,270000,20000,4,1,1,0
Maruti,2012,555000,110000,1,1,1,2
Ford,2013,500000,60000,1,1,1,2
Skoda,2010,400000,130000,1,1,0,2
Hyundai,2017,280000,28838,4,1,1,0
Tata,2008,80000,200000,4,1,1,0
Tata,2006,55000,100000,1,1,1,0
Maruti,2014,250000,50000,4,1,1,0
Mahindra,2010,250000,190000,1,1,1,1
Mahindra,2007,95000,100000,1,1,1,2
Mahindra,2014,725000,135000,1,1,1,2
Mahindra,2015,320000,50000,1,1,1,4
Skoda,2014,1200000,135000,1,1,0,4
Chevrolet,2012,160000,50000,1,1,1,0
Honda,2018,790000,19571,1,0,1,0
Honda,2018,1200000,29600,4,0,1,0
Maruti,2011,175000,70000,4,1,1,0
Maruti,2018,950000,15000,1,1,0,0
Maruti,2019,340000,50000,4,1,1,0
Renault,2017,825000,13500,1,1,1,0
Audi,2018,3100000,22000,4,1,0,0
Honda,2018,780000,25000,1,0,1,0
Toyota,2010,350000,80000,4,1,0,4
Honda,2018,690000,39000,4,0,1,0
Maruti,2016,245000,60000,4,1,1,0
Honda,2018,790000,49000,1,0,1,0
Honda,2018,680000,48600,4,0,1,0
Hyundai,2017,540000,20000,4,1,1,2
Mahindra,2016,425000,25000,4,1,1,0
Maruti,2008,140000,120000,4,1,1,0
Maruti,2019,1100000,30000,1,1,1,0
Renault,2015,715000,35000,1,1,1,0
Audi,2015,1750000,127643,1,0,0,0
Tata,2018,400000,54000,4,0,1,2
Audi,2014,1750000,102354,1,0,0,0
Audi,2014,1850000,62237,4,0,0,0
Hyundai,2005,114999,90000,4,0,1,2
Ford,2018,950000,21394,1,0,1,0
Datsun,2015,310000,32686,4,0,1,0
Mahindra,2006,575000,1001,1,0,1,0
Renault,2017,490000,22000,1,0,1,0
Hyundai,2017,480000,53261,4,0,1,0
Land-Rover,2016,3500000,53000,1,0,0,0
Renault,2018,370000,10000,4,0,1,0
Maruti,2017,835000,14000,1,0,1,0
Volkswagen,2017,650000,44000,4,0,1,0
Toyota,2014,670000,39895,1,0,1,0
Chevrolet,2017,950000,73000,1,0,0,0
Honda,2014,690000,17000,4,0,1,0
Volkswagen,2017,670000,18591,4,0,1,0
Tata,2017,925000,26766,1,0,1,0
Hyundai,2015,250000,30000,4,1,1,0
Tata,2016,509999,42000,1,1,1,0
Honda,2014,520000,110000,1,1,1,0
Tata,2005,100000,100000,1,1,1,0
Tata,2006,85000,300000,1,1,1,2
Tata,2009,130000,110000,1,1,1,4
Ford,2018,950000,27620,1,0,1,0
Ford,2015,450000,70000,4,1,1,0
Honda,2012,320000,50000,4,1,1,2
Maruti,2015,480000,50000,1,1,1,0
Mercedes-Benz,2014,2490000,46000,1,1,0,0
Toyota,2012,790000,82000,1,1,1,0
Maruti,2016,120000,120000,4,1,1,0
Maruti,2006,75000,80000,4,1,1,4
Tata,2010,99000,70000,4,1,1,0
Maruti,2018,1015000,20000,1,1,1,0
Mahindra,2013,250000,200000,1,1,1,2
Toyota,2011,520000,120000,1,1,1,0
Hyundai,2018,1100000,30000,1,1,0,0
Toyota,2005,200000,223000,1,1,1,0
Maruti,2016,525000,60000,1,1,1,0
Hyundai,2016,500000,40000,4,1,1,0
Mahindra,2016,675000,161327,1,1,1,0
Hyundai,2009,150000,60000,4,1,1,4
Mahindra,2007,250000,50000,1,1,1,0
Hyundai,2018,450000,6000,4,1,1,0
Hyundai,2009,150000,68000,4,1,1,2
Chevrolet,2012,200000,85000,1,1,1,0
Mahindra,2011,525000,70000,1,1,0,0
Maruti,1999,60000,35000,4,1,1,2
Maruti,2010,180000,100000,1,1,1,2
Honda,2015,475000,110000,1,1,1,0
Mahindra,2010,380000,195000,1,1,0,2
Maruti,2015,285000,46000,4,1,1,2
Maruti,2008,91200,60000,4,1,1,2
Hyundai,2015,400000,42000,1,1,1,0
Hyundai,2006,160000,90000,4,1,0,2
Skoda,2012,650000,85000,1,1,1,2
Hyundai,2012,409999,120000,1,1,1,4
Ford,2013,425000,72000,1,1,1,0
Maruti,2013,250000,71000,0,1,1,2
Maruti,2009,200000,110000,4,1,1,1
Volkswagen,2010,130000,144000,1,1,1,1
Maruti,2017,260000,30000,4,0,1,0
Hyundai,2007,155000,65000,4,0,1,0
Honda,2015,450000,38000,1,1,1,0
Maruti,2012,220000,90000,4,1,1,2
Hyundai,2018,650000,37000,1,0,1,0
Maruti,2018,285000,30000,4,0,1,0
Honda,2018,725000,26000,4,0,0,0
Maruti,2016,625000,30000,4,0,1,0
Hyundai,2016,550000,23000,4,0,1,0
Hyundai,2012,240000,40000,4,0,1,0
Nissan,2014,600000,27000,1,0,1,0
Tata,2012,350000,65000,1,0,1,0
Hyundai,2015,245000,32000,4,0,1,0
Mahindra,2016,600000,56000,1,0,1,0
BMW,2017,2400000,30000,1,1,0,0
Mahindra,2014,620000,80000,1,0,1,0
Maruti,2014,395000,52000,4,0,1,2
Maruti,2014,635000,13250,4,0,1,0
Maruti,2011,180000,36000,4,0,1,0
Maruti,2015,484999,73000,1,0,1,2
Maruti,2004,110000,60000,4,1,1,0
Maruti,2006,150000,60000,4,1,1,2
Chevrolet,2012,400000,110000,1,1,1,0
Tata,2012,200000,70000,1,1,1,2
Renault,2013,302000,60000,1,1,1,2
Maruti,2011,215000,90000,1,1,1,1
Maruti,2004,155000,80000,4,1,1,2
Toyota,2014,1000000,101000,1,1,1,2
Mahindra,2018,550000,44000,1,1,1,0
Maruti,2006,200000,45000,4,1,1,0
Mahindra,2017,750000,120000,1,1,1,0
Maruti,2005,90000,90000,4,1,1,2
Maruti,2007,80000,120000,4,1,1,2
Hyundai,2013,229999,13500,4,1,1,0
Renault,2017,350000,10000,4,1,1,0
Hyundai,2015,325000,25000,4,1,1,4
Tata,2018,450000,8500,4,1,1,0
Maruti,2012,250000,120000,1,1,1,0
Volkswagen,2012,225000,120000,1,1,1,0
Maruti,2009,150000,90246,4,1,1,4
Maruti,2010,150000,40000,4,1,1,2
Maruti,2000,165000,60000,4,1,1,1
Renault,2017,610000,32000,1,1,1,2
Tata,2013,170000,60400,1,1,1,0
Hyundai,2008,150000,70950,1,1,1,2
Hyundai,2015,375000,72000,1,1,1,0
Maruti,2013,390000,90000,1,1,1,0
Hyundai,2017,600000,10000,4,1,1,0
Maruti,2014,204999,25000,4,1,1,2
Hyundai,2009,270000,80000,1,1,1,2
Hyundai,2017,375000,10000,4,1,1,0
Maruti,2020,700000,1100,4,1,1,0
Maruti,2017,455000,40000,4,1,1,0
Hyundai,2014,341000,31491,4,1,1,0
Maruti,2014,200000,107143,1,1,1,2
Maruti,2017,450000,15000,4,1,0,0
Hyundai,2012,170000,50000,4,1,1,2
Toyota,2017,1900000,100000,1,1,1,0
Mahindra,2016,500000,60000,1,1,1,0
Maruti,2016,819999,85000,1,1,1,0
Maruti,2014,351000,40000,4,1,1,2
Hyundai,2011,195000,80000,4,1,1,2
Maruti,2008,250000,82000,1,1,1,2
Maruti,2008,120000,70000,4,1,1,2
Maruti,2009,180000,70000,4,1,1,4
Mahindra,2016,430000,20000,1,1,1,0
Tata,2012,75000,35000,4,1,1,2
Mahindra,2017,750000,80000,1,1,1,0
Tata,2011,60000,40000,4,1,1,0
Toyota,2015,1500000,46412,1,1,1,0
Mahindra,2011,390000,150000,1,1,1,1
Mahindra,2016,630000,50000,1,1,1,0
Tata,2018,1085000,15000,1,1,1,0
Hyundai,2012,190000,60000,4,1,1,2
Maruti,2018,550000,25000,4,1,0,0
Maruti,2012,200000,90000,4,1,1,4
Chevrolet,2011,165000,60000,4,1,1,0
Ford,2013,260000,65000,1,1,1,0
Maruti,2011,151000,40000,4,1,1,0
Maruti,2018,780000,50000,1,1,1,0
Tata,2012,175000,80000,1,1,1,4
Tata,2010,170000,107500,1,0,1,0
Tata,2013,210000,135000,1,0,1,2
Maruti,2007,90000,43826,4,0,1,2
Hyundai,2016,535000,55838,4,0,1,0
Maruti,2007,195000,112880,1,0,1,0
Tata,2011,140000,90000,1,1,1,4
Nissan,2012,350000,40000,4,1,1,0
Hyundai,2013,425000,66000,4,1,1,0
Renault,2017,300000,30300,4,1,1,0
Volkswagen,2013,340000,85000,1,1,1,2
Maruti,2009,250000,80659,4,0,1,0
Chevrolet,2008,170000,81324,4,0,1,0
Honda,2013,315000,127884,1,0,1,0
Chevrolet,2015,200000,50000,4,1,1,0
Chevrolet,2016,300000,25000,4,1,1,0
Honda,2015,300000,66755,1,0,1,0
Honda,2013,380000,123084,4,0,1,0
Maruti,2009,250000,806599,4,0,1,0
Honda,2013,310000,95851,1,0,1,0
Maruti,2010,260000,50000,4,1,1,0
Maruti,2008,150000,50000,4,1,1,2
Maruti,2006,85000,60000,4,1,1,2
Maruti,2015,280000,15000,4,1,1,2
Mahindra,2016,850000,40000,1,1,1,0
Datsun,2017,375000,20000,4,1,1,2
Hyundai,2006,125000,120000,1,1,1,4
Chevrolet,2012,250000,110000,1,1,1,0
Toyota,2014,715000,234000,1,1,1,0
Hyundai,2011,220000,70000,1,1,1,0
Tata,2010,110000,110000,1,1,1,2
Hyundai,2007,150000,84000,4,1,1,2
Nissan,2012,300000,170000,1,1,1,0
Datsun,2017,220000,40000,4,1,1,0
Maruti,2006,75000,96000,4,1,1,2
Tata,2009,100000,20000,1,1,1,0
Ford,2016,380000,15000,4,1,1,0
Hyundai,2007,100000,50000,4,1,1,0
Volkswagen,2010,480000,80000,4,1,1,2
Toyota,2012,300000,124000,1,1,1,0
Chevrolet,2013,190000,70000,1,1,1,0
Ford,2012,190000,130000,1,1,1,2
Ford,2017,650000,19014,4,0,1,0
Toyota,2009,300000,23262,4,0,1,0
Ford,2016,700000,29600,1,0,1,0
Hyundai,2015,310000,35925,4,0,1,0
Maruti,2018,500000,12000,4,1,1,0
Toyota,2013,415000,40771,4,0,1,0
Maruti,2015,395000,30500,4,0,0,2
Toyota,2014,430000,42000,4,0,1,2
Toyota,2007,215000,55800,4,0,1,2
Renault,2014,550000,66569,1,0,1,0
Volkswagen,2014,415000,81358,1,0,1,0
Volkswagen,2015,450000,82695,1,0,1,0
Ford,2014,285000,68293,1,0,1,2
Honda,2016,580000,32000,4,0,0,0
Maruti,2014,300000,190621,1,0,1,0
Hyundai,2018,1200000,60000,1,1,1,0
Maruti,2006,78000,64700,4,1,1,0
Tata,2016,400000,88470,1,1,1,0
Hyundai,2016,850000,75000,1,1,1,0
Volkswagen,2013,450000,120000,1,1,1,2
Mercedes-Benz,2012,2500000,35000,1,1,0,0
Toyota,2017,780000,70000,1,1,1,0
Toyota,2017,3200000,57000,1,1,0,0
Maruti,2020,350000,1000,4,1,1,0
Mahindra,2013,285000,120000,1,1,1,2
Volkswagen,2015,525000,98000,1,0,1,0
Maruti,2014,550000,90000,1,0,1,2
Volkswagen,2018,580000,70000,1,1,1,0
Tata,2013,75000,25000,4,1,1,4
Tata,2009,185000,60000,1,1,1,4
Maruti,2007,110000,90000,4,1,1,1
Honda,2004,180000,200000,4,1,1,2
Volkswagen,2010,350000,110000,1,1,1,2
Chevrolet,2005,60000,126000,4,1,1,2
Mahindra,2018,695000,70000,1,1,1,0
Mahindra,2019,2700000,5000,1,1,0,0
Maruti,2007,135000,74183,4,1,1,2
Mahindra,2015,640000,70000,1,1,1,2
Maruti,2014,160000,90000,4,1,1,0
Tata,2004,80000,46000,4,1,1,2
Maruti,2013,340000,110000,1,1,1,2
Maruti,2012,110000,80000,1,1,1,2
Tata,2013,250000,90000,1,1,1,2
Toyota,2017,1300000,70000,1,1,1,0
Mahindra,2014,250000,1,1,1,1,2
Toyota,2009,450000,192000,1,1,1,0
Maruti,2013,240000,70000,4,1,1,1
Mahindra,2007,225000,120000,1,1,1,2
Maruti,2015,275000,60000,4,1,1,2
Tata,2012,320000,120000,1,1,1,2
Maruti,2008,75000,120000,4,1,1,0
Tata,2007,85000,50000,4,1,1,2
Tata,2009,90000,120000,1,1,1,0
Maruti,2007,85000,80000,4,1,1,2
Mahindra,2008,350000,80000,1,1,1,2
Skoda,2009,355000,100000,1,1,0,2
Maruti,2020,619000,1500,4,1,1,0
Jeep,2018,1700000,50000,1,1,1,0
Tata,2006,55000,100000,1,1,1,2
Ford,2006,95000,83411,4,1,1,0
Volkswagen,2011,300000,120000,1,1,1,2
Ford,2006,81000,83411,4,1,1,0
Skoda,2015,1000000,80000,1,1,0,2
Maruti,2019,925000,50000,1,1,1,0
Mahindra,2015,450000,40000,1,1,1,0
Mahindra,2014,600000,13270,1,1,1,0
Hyundai,2006,85000,100000,4,1,0,4
Mahindra,2016,700000,50000,1,1,1,0
Hyundai,2017,486000,26500,4,1,1,0
Maruti,2013,400000,90000,1,1,1,0
Ford,2008,120000,100000,4,1,1,4
Maruti,2018,275000,35000,4,1,1,0
Hyundai,2016,580000,57000,1,1,1,0
Maruti,2015,375000,70000,4,1,1,0
Maruti,2015,229999,100000,4,1,1,4
Maruti,2010,110000,88000,4,1,1,2
Maruti,2017,600000,60000,1,1,1,0
Maruti,2009,120000,76000,4,1,1,2
Ford,2010,200000,100000,1,1,1,2
Hyundai,2012,450000,110000,1,1,1,2
Hyundai,2012,550000,80000,1,1,1,2
Maruti,2012,220000,80000,4,1,1,2
Maruti,2001,40000,30000,4,1,1,0
Renault,2017,300000,20000,4,1,0,0
Mahindra,2018,630000,40000,1,1,1,0
Maruti,2017,610000,40000,1,1,1,2
Hyundai,2019,660000,7000,4,1,1,2
Maruti,2012,220000,80000,3,1,1,2
Nissan,2011,138000,90000,1,1,1,2
Nissan,2013,210000,13770,1,1,1,0
Maruti,2005,125000,34000,4,0,1,0
Maruti,2008,125000,102000,4,0,1,0
Honda,2014,725000,110000,1,1,1,0
Maruti,2011,170000,90000,4,1,1,2
Toyota,2015,1200000,70000,1,1,1,4
Maruti,2003,70000,90000,4,1,1,2
Maruti,2007,100000,70000,4,1,1,2
Honda,2006,300000,80000,4,1,1,2
Maruti,2013,450000,100000,1,1,1,2
Maruti,2015,530000,100000,1,1,1,0
Maruti,2007,100000,143000,4,1,1,4
Honda,2010,350000,115000,4,1,1,2
Tata,2011,165000,100000,1,1,1,2
Maruti,2019,475000,120000,1,1,1,2
Mahindra,2013,350000,42000,1,1,1,0
Renault,2016,229999,38000,4,1,1,0
Honda,2018,800000,35000,1,1,1,0
Maruti,2014,475000,120000,1,1,1,2
Nissan,2014,425000,136906,1,1,1,0
Maruti,2015,660000,97000,1,1,1,2
Honda,2019,610000,10000,4,1,0,0
Honda,2013,240000,50000,4,1,1,4
Maruti,2005,70000,60000,4,1,1,2
Toyota,2011,550000,120000,1,1,1,0
Tata,2010,100000,120000,4,1,1,2
Mahindra,2010,350000,90000,1,1,1,2
Hyundai,2013,200000,120000,4,1,1,0
Hyundai,2019,720000,3000,4,1,0,0
Maruti,2014,350000,133000,1,1,1,0
Maruti,2016,400000,25000,4,1,1,0
Hyundai,2017,570000,35000,4,1,1,0
Maruti,2015,130000,70000,4,1,1,0
Maruti,2016,210000,52000,4,1,1,0
Hyundai,2018,800000,52000,1,1,1,0
Honda,2017,700000,39000,1,1,1,0
